word,length,minimum_age
invalide,8,6
invasion,8,6
invente,7,6
invente,7,6
inventee,8,6
inventer,8,6
inventif,8,6
inverse,7,6
investi,7,6
investir,8,6
investis,8,6
investit,8,6
invitant,8,6
invite,6,5
invite,6,5
invitee,7,6
invitees,8,6
inviter,7,6
invites,7,6
invoque,7,6
invoque,7,6
iode,4,5
iodure,6,5
ion,3,5
Iouri,5,5
ira,3,5
irait,5,5
Irak,4,5
irakien,7,6
irakiens,8,6
Iran,4,5
iranien,7,6
iraniens,8,6
irenique,8,6
iris,4,5
Irlande,7,6
ironie,6,5
ironique,8,6
ironise,7,6
ironise,7,6
iront,5,5
irradier,8,6
irreel,6,5
irresolu,8,6
irriguer,8,6
irrite,6,5
irriter,7,6
isabelle,8,6
Isere,5,5
islam,5,5
islamise,8,6
Island,6,5
isole,5,5
isolee,6,5
isolees,7,6
isoler,6,5
isoles,6,5
Israel,6,5
issu,4,5
issue,5,5
issues,6,5
issus,5,5
Istanbul,8,6
italiano,8,6
Italie,6,5
italien,7,6
italiens,8,6
Ivan,4,5
ivoire,6,5
ivre,4,5
ivrogne,7,6
Ivry,4,5
Izvestia,8,6
jacasser,8,6
jachere,7,6
jacinthe,8,6
jack,4,5
Jackson,7,6
Jacky,5,5
Jacob,5,5
jacquard,8,6
jacques,7,6
jade,4,5
jadeite,7,6
jadis,5,5
jaguar,6,5
jaillir,7,6
jalouser,8,6
jalousie,8,6
jaloux,6,5
jamais,6,5
jambe,5,5
jambes,6,5
jambon,6,5
jambons,7,6
James,5,5
jan,3,5
Jane,4,5
janvier,7,6
japon,5,5
japonais,8,6
japper,6,5
jaquette,8,6
jardin,6,5
jardins,7,6
jargon,6,5
jarousse,8,6
jarret,6,5
jars,4,5
jas,3,5
jaser,5,5
jaseuse,7,6
jauge,5,5
jauger,6,5
jaune,5,5
jaunes,6,5
jaunir,6,5
jaunisse,8,6
Jaures,6,5
javel,5,5
javelot,7,6
Javier,6,5
Jay,3,5
jazz,4,5
je,2,5
jean,4,5
Jean,4,5
Jeanne,6,5
jeans,5,5
jeep,4,5
Jerome,6,5
Jesse,5,5
jesuite,7,6
jesus,5,5
Jesus,5,5
jet,3,5
"jet eau",7,6
jetait,6,5
jetant,6,5
jete,4,5
jetee,5,5
jeter,5,5
jetes,5,5
jeton,5,5
jetons,6,5
jette,5,5
jettent,7,6
jeu,3,5
jeudi,5,5
jeun,4,5
jeune,5,5
jeune,5,5
jeunes,6,5
jeunesse,8,6
jeux,4,5
Jim,3,5
Jimmy,5,5
jingle,6,5
job,3,5
Joel,4,5
Joelle,6,5
jogging,7,6
John,4,5
Johnny,6,5
Johnson,7,6
joie,4,5
joies,5,5
joindre,7,6
joint,5,5
joints,6,5
jointure,8,6
joker,5,5
joli,4,5
jolie,5,5
joliment,8,6
jolis,5,5
jonc,4,5
jonction,8,6
Jones,5,5
Jordanie,8,6
Jose,4,5
Josef,5,5
joseph,6,5
Jospin,6,5
joua,4,5
jouaient,8,6
jouait,6,5
jouant,6,5
joue,4,5
joue,4,5
jouee,5,5
jouees,6,5
jouent,6,5
jouer,5,5
jouera,6,5
jouet,5,5
jouets,6,5
joueur,6,5
joueurs,7,6
joug,4,5
jouir,5,5
jouit,5,5
joujou,6,5
jour,4,5
journal,7,6
journaux,8,6
journee,7,6
journees,8,6
jours,5,5
Jouvet,6,5
jovial,6,5
Joxe,4,5
Joyce,5,5
joyeuse,7,6
joyeux,6,5
juan,4,5
jubile,6,5
jubiler,7,6
judaisme,8,6
judas,5,5
Judith,6,5
judo,4,5
juge,4,5
juge,4,5
jugeait,7,6
jugeant,7,6
jugee,5,5
jugees,6,5
jugement,8,6
jugent,6,5
juger,5,5
juges,5,5
juges,5,5
juif,4,5
Juif,4,5
juifs,5,5
juillet,7,6
juin,4,5
juive,5,5
Juive,5,5
juives,6,5
jules,5,5
julien,6,5
Juliette,8,6
Jullian,7,6
jumeau,6,5
jumelle,7,6
jument,6,5
jungle,6,5
junte,5,5
jupe,4,5
jupes,5,5
Jupiter,7,6
jupon,5,5
Juppe,5,5
jura,4,5
jure,4,5
jure,4,5
jurer,5,5
jures,5,5
juriste,7,6
juristes,8,6
juron,5,5
jury,4,5
jurys,5,5
jus,3,5
jusant,6,5
jusque,6,5
juste,5,5
justes,6,5
justesse,8,6
justice,7,6
justifie,8,6
justifie,8,6
jute,4,5
juteux,6,5
juvenile,8,6
Kaboul,6,5
Kadar,5,5
Kadhafi,7,6
Kafka,5,5
Kahn,4,5
kanak,5,5
Karabakh,8,6
Karajan,7,6
Karl,4,5
Karpov,6,5
Kaspar,6,5
Kasparov,8,6
Kazan,5,5
Kelly,5,5
Kennedy,7,6
Kenya,5,5
kenyan,6,5
khan,4,5
Kharg,5,5
Khartoum,8,6
khmers,6,5
Kiev,4,5
kilo,4,5
kilos,5,5
kilt,4,5
kiosque,7,6
klaxon,6,5
Klein,5,5
koch,4,5
Kohl,4,5
Konrad,6,5
konzern,7,6
Kouchner,8,6
Koweit,6,5
krach,5,5
Krasucki,8,6
kremlin,7,6
kreuzer,7,6
Kundera,7,6
kurde,5,5
kurdes,6,5
Kurt,4,5
kyste,5,5
la,2,5
la-bas,6,5
label,5,5
labeur,6,5
labour,6,5
labourer,8,6
lac,3,5
lacerer,7,6
lacet,5,5
lacez,5,5
lache,5,5
lache,5,5
lacher,6,5
lachete,7,6
Lacoste,7,6
Lacroix,7,6
lacs,4,5
lacte,5,5
lactique,8,6
lacune,6,5
lacunes,7,6
lacustre,8,6
Lada,4,5
ladite,6,5
Laffitte,8,6
Laffont,7,6
lagune,6,5
laic,4,5
laicite,7,6
laics,5,5
laid,4,5
laideron,8,6
laideur,7,6
Laignel,7,6
laine,5,5
laine,5,5
laineux,7,6
lainier,7,6
laique,6,5
laiques,7,6
laissa,6,5
laissait,8,6
laissant,8,6
laisse,6,5
laisse,6,5
laissee,7,6
laissees,8,6
laissent,8,6
laisser,7,6
laissera,8,6
laisses,7,6
laissez,7,6
laissons,8,6
lait,4,5
laiterie,8,6
laiteux,7,6
laitier,7,6
laiton,6,5
laitue,6,5
laius,5,5
Lalonde,7,6
lama,4,5
Lambert,7,6
lambin,6,5
lambris,7,6
lame,4,5
lamelle,7,6
lamie,5,5
laminage,8,6
lampe,5,5
lamper,6,5
lampyre,7,6
lance,5,5
lance,5,5
lancee,6,5
lancees,7,6
lancent,7,6
lancer,6,5
lances,6,5
lanceur,7,6
Lancia,6,5
lanciner,8,6
land,4,5
lander,6,5
landes,6,5
Lang,4,5
langage,7,6
langages,8,6
lange,5,5
langes,6,5
langue,6,5
langues,7,6
languir,7,6
laniere,7,6
lanterne,8,6
lapereau,8,6
lapin,5,5
lapins,6,5
laps,4,5
lapsus,6,5
laquais,7,6
laque,5,5
laquelle,8,6
laquer,6,5
Lara,4,5
larcin,6,5
lard,4,5
large,5,5
larges,6,5
largesse,8,6
largeur,7,6
larme,5,5
larmes,6,5
larmoyer,8,6
Larousse,8,6
larynx,6,5
las,3,5
lascif,6,5
laser,5,5
lassant,7,6
lasse,5,5
lasser,6,5
lateral,7,6
latin,5,5
latine,6,5
latino,6,5
latitude,8,6
latte,5,5
laure,5,5
laureat,7,6
laureats,8,6
Laurence,8,6
Laurent,7,6
Lausanne,8,6
lavabo,6,5
Laval,5,5
lave,4,5
laver,5,5
lavette,7,6
Lawrence,8,6
laxatif,7,6
laxisme,7,6
Lay,3,5
laye,4,5
layette,7,6
Lazare,6,5
le,2,5
leader,6,5
leaders,7,6
leasing,7,6
lecanium,8,6
Lecanuet,8,6
Lech,4,5
lecher,6,5
Leclerc,7,6
lecon,5,5
lecons,6,5
lecteur,7,6
lecteurs,8,6
lectrice,8,6
lecture,7,6
lectures,8,6
Ledoux,6,5
Lee,3,5
Leeds,5,5
Lefebvre,8,6
legal,5,5
legale,6,5
legales,7,6
legalite,8,6
legation,8,6
legaux,6,5
legende,7,6
legendes,8,6
leger,5,5
legere,6,5
legeres,7,6
legerete,8,6
legers,6,5
legion,6,5
legitime,8,6
legs,4,5
leguer,6,5
legume,6,5
legumes,7,6
Leipzig,7,6
Lemire,6,5
Lemond,6,5
Lendl,5,5
Lenine,6,5
Lenoir,6,5
lent,4,5
lente,5,5
lenteur,7,6
lenteurs,8,6
lentille,8,6
lents,5,5
Leon,4,5
Leopold,7,6
Leotard,7,6
lequel,6,5
Leroy,5,5
les,3,5
les,3,5
leser,5,5
lesiner,7,6
lesion,6,5
Lesotho,7,6
lesquels,8,6
lessive,7,6
lessiver,8,6
lest,4,5
lester,6,5
letal,5,5
Lettonie,8,6
lettre,6,5
lettre,6,5
lettres,7,6
leur,4,5
leurre,6,5
leurrer,7,6
leurs,5,5
lev,3,5
levain,6,5
levant,6,5
leve,4,5
leve,4,5
levee,5,5
levees,6,5
levent,6,5
lever,5,5
leves,5,5
leve-tot,8,6
Levi,4,5
levier,6,5
levre,5,5
levres,6,5
levure,6,5
Levy,4,5
Lewis,5,5
lexical,7,6
lexique,7,6
lexiques,8,6
lezard,6,5
lezarde,7,6
liaison,7,6
liaisons,8,6
liant,5,5
liasse,6,5
Liban,5,5
libanais,8,6
libeller,8,6
liberal,7,6
liberale,8,6
liberaux,8,6
libere,6,5
libere,6,5
liberee,7,6
liberer,7,6
liberes,7,6
Liberia,7,6
liberien,8,6
liberte,7,6
libertes,8,6
libertin,8,6
Libourne,8,6
libraire,8,6
libre,5,5
libres,6,5
Libye,5,5
libyen,6,5
libyenne,8,6
libyens,7,6
lice,4,5
licence,7,6
licences,8,6
licencie,8,6
lichen,6,5
licite,6,5
licou,5,5
lie,3,5
lie,3,5
liee,4,5
liees,5,5
liege,5,5
lien,4,5
liens,5,5
lier,4,5
lies,4,5
liesse,6,5
lieu,4,5
lieu-dit,8,6
lieux,5,5
lievre,6,5
life,4,5
ligament,8,6
lignage,7,6
ligne,5,5
lignee,6,5
lignees,7,6
lignes,6,5
ligoter,7,6
ligue,5,5
Likoud,6,5
lilas,5,5
Lille,5,5
lima,4,5
Lima,4,5
limacon,7,6
lime,4,5
limer,5,5
limitant,8,6
limite,6,5
limite,6,5
limitee,7,6
limitees,8,6
limitent,8,6
limiter,7,6
limites,7,6
limites,7,6
limoger,7,6
limoges,7,6
limonade,8,6
limousin,8,6
limpide,7,6
lin,3,5
Linda,5,5
Linder,6,5
line,4,5
lineaire,8,6
linge,5,5
lingual,7,6
linoleum,8,6
lion,4,5
Lionel,6,5
lionne,6,5
lions,5,5
liquide,7,6
liquider,8,6
liquides,8,6
lire,4,5
lires,5,5
lis,3,5
lisant,6,5
Lisbonne,8,6
lisent,6,5
lisere,6,5
liseur,6,5
lisible,7,6
lisiere,7,6
lisse,5,5
lisser,6,5
liste,5,5
listes,6,5
Liszt,5,5
lit,3,5
litige,6,5
litre,5,5
litres,6,5
lits,4,5
litteral,8,6
littoral,8,6
Lituanie,8,6
liturgie,8,6
livrant,7,6
livre,5,5
livre,5,5
livree,6,5
livrees,7,6
livrent,7,6
livrer,6,5
livres,6,5
livres,6,5
livret,6,5
livreur,7,6
lobby,5,5
local,5,5
locale,6,5
locales,7,6
localite,8,6
location,8,6
locaux,6,5
locution,8,6
Lodz,4,5
loge,4,5
logement,8,6
loger,5,5
loges,5,5
loges,5,5
logeur,6,5
logiciel,8,6
logique,7,6
logiques,8,6
logis,5,5
logo,4,5
loi,3,5
loin,4,5
lointain,8,6
loir,4,5
Loire,5,5
lois,4,5
loisir,6,5
loisirs,7,6
lombard,7,6
Lome,4,5
London,6,5
Londres,7,6
long,4,5
Longo,5,5
longrine,8,6
longs,5,5
longue,6,5
longues,7,6
longuet,7,6
longueur,8,6
look,4,5
lopin,5,5
loquace,7,6
loque,5,5
lord,4,5
Lorenzo,7,6
lorgner,7,6
Lorient,7,6
loriot,6,5
lorraine,8,6
lors,4,5
lorsque,7,6
lot,3,5
loterie,7,6
loto,4,5
lots,4,5
louange,7,6
louche,6,5
loucheur,8,6
loue,4,5
loue,4,5
louer,5,5
loueur,6,5
loufoque,8,6
louis,5,5
loup,4,5
loupe,5,5
louper,6,5
loupiot,7,6
loups,5,5
lourd,5,5
lourdaud,8,6
lourde,6,5
lourdes,7,6
lourdeur,8,6
lourds,6,5
louvoyer,8,6
Louvre,6,5
loyal,5,5
loyaute,7,6
loyer,5,5
loyers,6,5
lu,2,5
Luanda,6,5
Lubbers,7,6
lubrique,8,6
Luc,3,5
Lucas,5,5
lucide,6,5
lucidite,8,6
Lucie,5,5
Lucien,6,5
luciole,7,6
Ludwig,6,5
lue,3,5
luette,6,5
lueur,5,5
lugubre,7,6
lui,3,5
lui-meme,8,6
luire,5,5
luis,4,5
luisant,7,6
lumiere,7,6
lumieres,8,6
lumineux,8,6
lundi,5,5
lune,4,5
lunette,7,6
lunettes,8,6
Lusaka,6,5
Lustiger,8,6
lustrage,8,6
lustre,6,5
lustres,7,6
lutrin,6,5
lutte,5,5
lutter,6,5
luttes,6,5
lutteur,7,6
luxation,8,6
luxe,4,5
luxer,5,5
luxueux,7,6
Lvov,4,5
lycee,5,5
lyceen,6,5
lyceenne,8,6
lyceens,7,6
lycees,6,5
Lyon,4,5
lyonnais,8,6
lyrique,7,6
lyriques,8,6
lyrisme,7,6
lys,3,5
lysee,5,5
ma,2,5
maboul,6,5
mac,3,5
Macao,5,5
macaroni,8,6
macerer,7,6
macher,6,5
machin,6,5
machinal,8,6
machine,7,6
machines,8,6
machoire,8,6
macon,5,5
macons,6,5
macro,5,5
madame,6,5
Madani,6,5
made,4,5
Madone,6,5
Madre,5,5
madre,5,5
Madrid,6,5
madrier,7,6
mafia,5,5
magasin,7,6
magasins,8,6
magazine,8,6
Maghreb,7,6
magicien,8,6
magie,5,5
magique,7,6
magnat,6,5
Mahomet,7,6
mai,3,5
maigre,6,5
maigres,7,6
Maigret,7,6
maigrir,7,6
maille,6,5
maillet,7,6
maillon,7,6
maillot,7,6
main,4,5
Maine,5,5
mainmise,8,6
mains,5,5
maintenu,8,6
maintes,7,6
maintien,8,6
maints,6,5
maire,5,5
maires,6,5
mairesse,8,6
mairie,6,5
mairies,7,6
mais,4,5
mais,4,5
maison,6,5
maisons,7,6
maitre,6,5
maitres,7,6
maitrise,8,6
maitrise,8,6
majeste,7,6
majeur,6,5
majeure,7,6
majeures,8,6
majeurs,7,6
major,5,5
majore,6,5
majorer,7,6
majorite,8,6
majors,6,5
mal,3,5
malade,6,5
malades,7,6
maladie,7,6
maladies,8,6
malaise,7,6
malaise,7,6
Malaisie,8,6
malavise,8,6
maldonne,8,6
male,4,5
malfacon,8,6
malgre,6,5
malheur,7,6
malheurs,8,6
mali,4,5
malice,6,5
malin,5,5
malingre,8,6
malle,5,5
malmener,8,6
malotru,7,6
Malraux,7,6
malsain,7,6
malseant,8,6
maltais,7,6
malte,5,5
malvenu,7,6
maman,5,5
manager,7,6
managers,8,6
Managua,7,6
mancelle,8,6
manche,6,5
manches,7,6
mandat,6,5
mandats,7,6
Mandela,7,6
mander,6,5
Manet,5,5
Manfred,7,6
mange,5,5
manger,6,5
maniable,8,6
manie,5,5
manier,6,5
maniere,7,6
maniere,7,6
manille,7,6
Mann,4,5
manne,5,5
manouche,8,6
manquait,8,6
manque,6,5
manque,6,5
manquent,8,6
manquer,7,6
manquera,8,6
Mans,4,5
manteau,7,6
manu,4,5
manuel,6,5
manuelle,8,6
manuels,7,6
mao,3,5
maquette,8,6
maquis,6,5
marais,6,5
marasme,7,6
Marat,5,5
marathon,8,6
marbre,6,5
marc,4,5
Marceau,7,6
Marcel,6,5
marchais,8,6
marchait,8,6
marchand,8,6
marche,6,5
marche,6,5
marchent,8,6
marcher,7,6
marches,7,6
marches,7,6
Marcos,6,5
mardi,5,5
mare,4,5
marecage,8,6
marechal,8,6
maree,5,5
marees,6,5
Margaret,8,6
marge,5,5
marges,6,5
marginal,8,6
mari,4,5
maria,5,5
mariage,7,6
mariages,8,6
Marian,6,5
Marianne,8,6
marie,5,5
marie,5,5
mariee,6,5
marier,6,5
maries,6,5
marin,5,5
marina,6,5
marine,6,5
mariner,7,6
marines,7,6
marins,6,5
Mario,5,5
Marion,6,5
maritime,8,6
mark,4,5
marks,5,5
marlou,6,5
marmite,7,6
marmot,6,5
marmots,7,6
marne,5,5
marner,6,5
Maroc,5,5
marocain,8,6
maronite,8,6
marotte,7,6
marquait,8,6
marquant,8,6
marque,6,5
marque,6,5
marquee,7,6
marquees,8,6
marquent,8,6
marquer,7,6
marquera,8,6
marques,7,6
marques,7,6
marquis,7,6
marquise,8,6
marraine,8,6
marrant,7,6
marre,5,5
marrer,6,5
marron,6,5
mars,4,5
Marshall,8,6
marteau,7,6
marteler,8,6
martial,7,6
martiale,8,6
martin,6,5
martine,7,6
martinez,8,6
martini,7,6
martyr,6,5
martyre,7,6
martyrs,7,6
Marx,4,5
marxisme,8,6
marxiste,8,6
mary,4,5
mas,3,5
masculin,8,6
masque,6,5
masque,6,5
masquer,7,6
masques,7,6
masques,7,6
massacre,8,6
masse,5,5
masses,6,5
massif,6,5
massifs,7,6
massive,7,6
massives,8,6
Masson,6,5
Massy,5,5
mastic,6,5
masure,6,5
mat,3,5
match,5,5
matches,7,6
matelas,7,6
matelot,7,6
mater,5,5
materiau,8,6
materiel,8,6
maternel,8,6
Mathieu,7,6
maths,5,5
matiere,7,6
matieres,8,6
Matif,5,5
Matignon,8,6
matin,5,5
matinal,7,6
matinee,7,6
matineux,8,6
matins,6,5
matite,6,5
Matra,5,5
matraque,8,6
matrice,7,6
maturite,8,6
maudire,7,6
maudit,6,5
Maugham,7,6
Maurice,7,6
Mauroy,6,5
maussade,8,6
mauvais,7,6
mauvaise,8,6
mauve,5,5
maux,4,5
Max,3,5
maxi,4,5
maximal,7,6
maximale,8,6
maxime,6,5
maximum,7,6
maxwell,7,6
mayas,5,5
mec,3,5
mecano,6,5
mecenat,7,6
mecenes,7,6
mechant,7,6
mechants,8,6
meche,5,5
meconnu,7,6
meconnus,8,6
Mecque,6,5
mecreant,8,6
mecs,4,5
medaille,8,6
medecin,7,6
medecine,8,6
medecins,8,6
Medellin,8,6
media,5,5
media,5,5
median,6,5
medias,6,5
medical,7,6
medicale,8,6
medicaux,8,6
Medicis,7,6
medieval,8,6
mediocre,8,6
medire,6,5
mediter,7,6
meeting,7,6
meetings,8,6
mefiance,8,6
mefiant,7,6
mefie,5,5
mefier,6,5
megalo,6,5
megere,6,5
megoter,7,6
mehari,6,5
meilleur,8,6
melange,7,6
melanger,8,6
melant,6,5
mele,4,5
mele,4,5
melee,5,5
melent,6,5
meler,5,5
meles,5,5
melodie,7,6
melodies,8,6
melon,5,5
membrane,8,6
membre,6,5
membres,7,6
meme,4,5
meme,4,5
memento,7,6
memes,5,5
memoire,7,6
memoires,8,6
memorial,8,6
menace,6,5
menace,6,5
menacee,7,6
menacees,8,6
menacent,8,6
menacer,7,6
menaces,7,6
menaces,7,6
menage,6,5
menage,6,5
menager,7,6
menagere,8,6
menages,7,6
menait,6,5
menant,6,5
mendiant,8,6
mendier,7,6
mendigot,8,6
mene,4,5
mene,4,5
menee,5,5
menees,6,5
menent,6,5
mener,5,5
menes,5,5
meneur,6,5
menotte,7,6
menottes,8,6
mensonge,8,6
mensuel,7,6
mensuels,8,6
mental,6,5
mentale,7,6
mentales,8,6
mentaux,7,6
menteur,7,6
menthe,6,5
mention,7,6
mentions,8,6
mentir,6,5
menton,6,5
menu,4,5
menus,5,5
mepris,6,5
meprise,7,6
mepriser,8,6
mer,3,5
Mercedes,8,6
mercerie,8,6
merci,5,5
mercredi,8,6
mercure,7,6
merde,5,5
mere,4,5
meres,5,5
merguez,7,6
meridien,8,6
meringue,8,6
meritait,8,6
merite,6,5
merite,6,5
meritent,8,6
meriter,7,6
merites,7,6
merle,5,5
merlin,6,5
merrain,7,6
mers,4,5
mes,3,5
mesquin,7,6
message,7,6
messager,8,6
messages,8,6
messe,5,5
messie,6,5
mestre,6,5
mesure,6,5
mesure,6,5
mesuree,7,6
mesurer,7,6
mesures,7,6
met,3,5
metal,5,5
metaux,6,5
metayer,7,6
meteo,5,5
methode,7,6
methodes,8,6
metier,6,5
metiers,7,6
metis,5,5
metisser,8,6
metrage,7,6
metrages,8,6
metre,5,5
metrer,6,5
metres,6,5
metro,5,5
mets,4,5
mettait,7,6
mettant,7,6
mette,5,5
mettent,7,6
metteur,7,6
metteurs,8,6
mettons,7,6
mettra,6,5
mettrait,8,6
mettre,6,5
Metz,4,5
meuble,6,5
meubler,7,6
meubles,7,6
meuf,4,5
meunerie,8,6
meunier,7,6
meurent,7,6
meurt,5,5
Meurthe,7,6
meurtre,7,6
meurtres,8,6
meurtrir,8,6
Meuse,5,5
mexicain,8,6
Mexico,6,5
Mexique,7,6
Meyer,5,5
mi,2,5
Miami,5,5
Michael,7,6
Michel,6,5
Michele,7,6
Michelet,8,6
Michelin,8,6
mickey,6,5
micmac,6,5
micro,5,5
micro-,6,5
microbe,7,6
micros,6,5
midi,4,5
mie,3,5
miel,4,5
mielle,6,5
mielleux,8,6
mien,4,5
mienne,6,5
miennes,7,6
miens,5,5
miette,6,5
miettes,7,6
mieux,5,5
mignard,7,6
mikado,6,5
Mike,4,5
mil,3,5
milan,5,5
Milan,5,5
milice,6,5
milices,7,6
milieu,6,5
milieux,7,6
militant,8,6
militer,7,6
Millau,6,5
mille,5,5
Miller,6,5
milles,6,5
milliard,8,6
millier,7,6
milliers,8,6
million,7,6
millions,8,6
Millon,6,5
mimi,4,5
min,3,5
minable,7,6
minauder,8,6
mince,5,5
minces,6,5
mine,4,5
minerai,7,6
mines,5,5
minet,5,5
mineur,6,5
mineurs,7,6
mini,4,5
minier,6,5
miniere,7,6
minieres,8,6
minimal,7,6
minimale,8,6
minime,6,5
minimum,7,6
ministre,8,6
minitel,7,6
minorite,8,6
minotier,8,6
minou,5,5
minuit,6,5
minute,6,5
minutes,7,6
minutie,7,6
mioche,6,5
mioches,7,6
mir,3,5
miracle,7,6
miracles,8,6
mirage,6,5
Mireille,8,6
mirettes,8,6
miroir,6,5
miroirs,7,6
mis,3,5
mise,4,5
miser,5,5
misere,6,5
mises,5,5
misogyne,8,6
missile,7,6
missiles,8,6
mission,7,6
missions,8,6
missive,7,6
mistigri,8,6
mistral,7,6
mit,3,5
mitaine,7,6
Mitchell,8,6
mi-temps,8,6
mitige,6,5
mitoyen,7,6
mitre,5,5
mixte,5,5
mixtes,6,5
mlle,4,5
moabite,7,6
mobile,6,5
mobiles,7,6
mobilier,8,6
mobilise,8,6
mobilise,8,6
mobilite,8,6
Mobutu,6,5
moche,5,5
mochete,7,6
mode,4,5
modele,6,5
modeler,7,6
modeles,7,6
modere,6,5
moderee,7,6
moderer,7,6
moderes,7,6
moderne,7,6
modernes,8,6
modes,5,5
modeste,7,6
modestes,8,6
modestie,8,6
modifie,7,6
modifie,7,6
modifiee,8,6
modifier,8,6
modifies,8,6
modo,4,5
module,6,5
moelle,6,5
moelleux,8,6
moeurs,6,5
Mohamed,7,6
Mohammed,8,6
moi,3,5
moi-meme,8,6
moindre,7,6
moindres,8,6
moine,5,5
moineau,7,6
moines,6,5
moins,5,5
mois,4,5
moise,5,5
moisi,5,5
moisson,7,6
moite,5,5
moitie,6,5
molaire,7,6
moldave,7,6
Moldavie,8,6
mole,4,5
molecule,8,6
Moliere,7,6
mollesse,8,6
mollet,6,5
Molotov,7,6
moment,6,5
moments,7,6
mon,3,5
monacal,7,6
Monaco,6,5
monarque,8,6
monceau,7,6
mondain,7,6
monde,5,5
mondes,6,5
mondial,7,6
mondiale,8,6
mondiaux,8,6
Mongolie,8,6
Monique,7,6
monnaie,7,6
monnaies,8,6
Monnet,6,5
mono-,5,5
monome,6,5
monopole,8,6
Monory,6,5
monotone,8,6
monsieur,8,6
monstre,7,6
monstres,8,6
mont,4,5
montage,7,6
montagne,8,6
montait,7,6
Montana,7,6
montant,7,6
montante,8,6
montants,8,6
monte,5,5
monte,5,5
montee,6,5
montees,7,6
montent,7,6
monter,6,5
montes,6,5
monteur,7,6
monteurs,8,6
montoir,7,6
montrait,8,6
montrant,8,6
montre,6,5
montre,6,5
Montreal,8,6
montree,7,6
montrent,8,6
montrer,7,6
montres,7,6
monture,7,6
monument,8,6
Moore,5,5
moque,5,5
moquerie,8,6
moquette,8,6
moqueur,7,6
moral,5,5
morale,6,5
morales,7,6
moralite,8,6
moraux,6,5
Morbihan,8,6
morceau,7,6
morceaux,8,6
mordant,7,6
mordre,6,5
moreau,6,5
Morgan,6,5
morgue,6,5
moribond,8,6
Morin,5,5
morne,5,5
mornifle,8,6
morose,6,5
morosite,8,6
Morris,6,5
morsure,7,6
mort,4,5
morte,5,5
mortel,6,5
mortelle,8,6
mortes,6,5
mortier,7,6
morts,5,5
morue,5,5
morve,5,5
mosaique,8,6
Moscou,6,5
Moselle,7,6
mosquee,7,6
mosquees,8,6
mot,3,5
motard,6,5
motards,7,6
mot-clef,8,6
moteur,6,5
moteurs,7,6
motif,5,5
motifs,6,5
motion,6,5
motions,7,6
motive,6,5
motivee,7,6
motiver,7,6
motives,7,6
moto,4,5
motos,5,5
motrice,7,6
mots,4,5
mou,3,5
Moubarak,8,6
mouchard,8,6
mouche,6,5
mouchoir,8,6
moue,4,5
mouette,7,6
moufle,6,5
mouille,7,6
mouiller,8,6
moule,5,5
mouler,6,5
moules,6,5
moulin,6,5
moulins,7,6
mouloud,7,6
mourir,6,5
mourut,6,5
moussa,6,5
mousse,6,5
mousseux,8,6
moutard,7,6
moutarde,8,6
mouton,6,5
mouvoir,7,6
moyen,5,5
moyenne,7,6
moyennes,8,6
moyens,6,5
Mozart,6,5
muet,4,5
muets,5,5
muette,6,5
mufle,5,5
muflerie,8,6
mule,4,5
mules,5,5
Mulhouse,8,6
Muller,6,5
multiple,8,6
muni,4,5
Munich,6,5
munir,5,5
munis,5,5
muqueuse,8,6
mur,3,5
mur,3,5
muraille,8,6
Murdoch,7,6
mures,5,5
muret,5,5
Muriel,6,5
murir,5,5
murmure,7,6
murmurer,8,6
murs,4,5
murs,4,5
musarder,8,6
muscle,6,5
muscles,7,6
musee,5,5
musees,6,5
museum,6,5
music,5,5
musical,7,6
musicale,8,6
musicaux,8,6
musicien,8,6
musique,7,6
musiques,8,6
Musset,6,5
musulman,8,6
mutation,8,6
mutile,6,5
mutiler,7,6
mutisme,7,6
mutuel,6,5
mutuelle,8,6
Myanmar,7,6
myope,5,5
myopie,6,5
Myriam,6,5
mystere,7,6
mysteres,8,6
mystique,8,6
mythe,5,5
mythes,6,5
mythique,8,6
nabot,5,5
Nagasaki,8,6
nage,4,5
nageoire,8,6
nager,5,5
naguere,7,6
Nagy,4,5
naif,4,5
nain,4,5
naisse,6,5
naissent,8,6
nait,4,5
naitre,6,5
naivete,7,6
Nallet,6,5
Namibie,7,6
Nancy,5,5
Nanterre,8,6
Nantes,6,5
nantis,6,5
naphte,6,5
Naples,6,5
Naplouse,8,6
napoleon,8,6
nappe,5,5
nappes,6,5
naquit,6,5
narcose,7,6
narine,6,5
narrer,6,5
NASA,4,5
nase,4,5
naseau,6,5
natal,5,5
natale,6,5
natation,8,6
Nathalie,8,6
Nathan,6,5
natif,5,5
nation,6,5
national,8,6
nations,7,6
Nativite,8,6
natte,5,5
natter,6,5
nature,6,5
naturel,7,6
naturels,8,6
naufrage,8,6
nausee,6,5
naval,5,5
navale,6,5
navales,7,6
navals,6,5
navet,5,5
navette,7,6
navettes,8,6
navigue,7,6
naviguer,8,6
navire,6,5
navires,7,6
navrer,6,5
nazi,4,5
nazie,5,5
nazis,5,5
nazisme,7,6
ne,2,5
ne,2,5
neant,5,5
nec,3,5
nee,3,5
nees,4,5
nef,3,5
nefaste,7,6
negatif,7,6
negatifs,8,6
negation,8,6
negative,8,6
neglige,7,6
negliger,8,6
negoce,6,5
